destination;probe;1_min/avg/max;2_min/avg/max;3_min/avg/max;4_min/avg/max;5_min/avg/max;6_min/avg/max;7_min/avg/max;8_min/avg/max;9_min/avg/max;10_min/avg/max;11_min/avg/max;12_min/avg/max;13_min/avg/max;14_min/avg/max;15_min/avg/max;16_min/avg/max;17_min/avg/max;18_min/avg/max;19_min/avg/max;20_min/avg/max;21_min/avg/max;22_min/avg/max;23_min/avg/max;24_min/avg/max;25_min/avg/max;26_min/avg/max;27_min/avg/max;28_min/avg/max;29_min/avg/max;30_min/avg/max;31_min/avg/max;32_min/avg/max;33_min/avg/max;34_min/avg/max;35_min/avg/max;36_min/avg/max
198.41.209.143;mPlane;17.032;10.688;25.198;15.385;19.146;12.282;10.783;13.31;19.43;10.739;11.827;13.007;14.877;28.931;11.83;15.079;19.12;13.924;10.741;10.69;14.703;12.278;10.951;15.086;10.965;10.771;10.632;10.747;20.712;13.715;10.944;11.272;10.781;11.675;10.809;10.709
198.41.209.143;LISP-Lab;26.24331;21.792425;21.634175;23.062445;28.567745;23.63552;20.734875;25.59042;32.082615;25.29939;18.9955;49.427115;35.373955;19.58793;37.478415;24.85847;19.754375;19.23293;19.18986;21.30148;34.42796;31.894695;19.411775;29.436535;-1;21.87268;-1;38.522005;19.35213;26.42556;19.68843;45.228335;20.289815;20.144015;19.87795;20.00993
198.41.209.143;rmd;9.715585;9.51015;10.60951;9.281095;8.78181;8.92332;9.396835;9.94027;10.682175;10.53932;9.57305;10.03624;9.09518;9.17175;9.642275;16.717835;9.292945;9.79159;9.731375;9.689765;9.480525;9.922785;10.80416;9.569755;9.381935;9.62617;11.33754;9.09452;9.216555;9.72481;19.595375;10.257445;21.81043;16.062555;9.55289;11.329595
78.140.191.90;FranceIX;14.235271;14.470361;14.230771;14.504534;14.343126;14.352286;14.677807;14.80869;14.409144;14.637054;14.509449;14.441692;14.460117;14.495315;14.319052;14.361666;14.310163;14.245196;14.460606;14.460737;14.73363;14.443968;14.466906;14.647574;14.714231;14.329667;14.466216;14.517449;14.669802;14.422968;14.421253;14.310402;14.343761;14.778863;14.443472;14.702576
78.140.191.90;mPlane;24.898;25.94;17.786;29.278;18.315;18.249;17.829;27.408;32.973;18.905;17.936;22.012;24.664;28.49;20.157;17.989;19.691;23.155;23.701;18.296;27.945;22.82;17.756;17.83;33.165;26.647;18.096;29.684;17.768;23.813;22.332;18.242;27.767;28.77;28.798;24.942
78.140.191.90;LISP-Lab;37.49207;43.428645;35.30449;36.78359;35.555475;59.2104;47.713895;29.324165;43.978515;32.76334;55.54596;36.29352;28.911545;30.5331;33.401965;28.83408;45.92078;29.61868;29.376315;28.88397;42.13691;35.471925;40.75444;29.371385;-1;42.329495;-1;30.33832;59.957565;32.53346;30.32219;36.90646;51.17512;48.26956;36.29854;56.54307
78.140.191.90;rmd;17.15369;17.274345;17.081185;17.30664;17.55615;17.003515;17.67566;16.63708;17.571845;17.15225;16.266125;16.892505;27.120095;17.09533;17.094635;17.64664;25.21369;17.443855;24.92415;17.2999;17.62197;17.122425;17.419225;25.043815;18.62735;17.56133;17.04716;17.588285;24.835605;16.889765;27.079705;18.610975;99.969765;19.616095;17.55706;17.75676
94.100.180.200;mPlane;68.561;68.986;72.924;58.742;69.126;64.885;60.559;60.5;58.623;58.834;58.599;59.004;69.153;73.306;63.504;58.666;61.389;68.379;63.701;64.631;69.159;68.279;62.727;58.588;65.891;66.034;69.01;68.058;64.48;63.107;58.945;66.644;63.92;60.394;58.823;70.756
94.100.180.200;FranceIX;55.952396;56.021148;56.046882;56.303006;56.084581;55.877451;56.161422;55.981595;55.845995;55.828727;55.885404;56.139153;55.88348;55.737466;55.948746;56.061172;55.915497;56.233049;56.072211;56.242003;56.195636;55.951121;56.175016;56.198681;132.546655;56.136979;56.050517;56.184386;56.114889;56.160478;55.944157;55.89262;55.867589;56.152912;56.183136;55.890494
94.100.180.200;rmd;62.900945;62.016225;62.351215;62.368025;61.87354;62.046255;62.29333;62.01456;62.104045;61.78386;61.73089;62.36509;62.3094;62.00638;61.902515;62.432255;62.47551;62.180665;69.228085;61.75621;62.07144;62.1264;62.28314;62.09639;61.77353;62.521715;62.085465;62.162995;62.337375;62.059375;62.46049;62.82158;67.240195;67.31907;66.951345;67.57179
94.100.180.200;LISP-Lab;67.49327;111.630165;83.50569;68.062365;81.57483;69.39182;90.82759;80.04421;81.89243;73.491945;111.862105;73.294805;93.875485;77.98422;66.092235;71.49059;65.102055;65.89339;65.44606;68.106895;72.094535;70.715675;79.705505;69.96878;73.064085;77.16127;78.254215;77.766145;68.79777;65.92749;72.44801;91.259785;100.817575;72.552205;65.384035;65.046355
66.6.41.30;mPlane;87.37;94.125;89.975;86.221;85.897;84.559;93.365;93.363;85.139;84.421;95.441;84.404;92.487;95.097;84.497;84.455;84.445;99.22;84.555;91.471;87.434;84.485;84.618;84.424;86.545;97.184;84.462;84.584;84.541;85.049;84.659;88.098;94.842;94.327;84.762;84.449
66.6.41.30;FranceIX;91.330518;202.080184;239.793605;192.301516;243.042058;141.696356;92.163311;92.278146;92.041736;92.442719;92.117578;92.05287;92.324889;148.326858;92.004662;92.268986;91.964055;92.278221;91.992154;92.248667;92.219739;92.234718;92.108228;92.452139;91.986363;92.061301;92.246702;91.930951;92.205549;92.304347;92.532545;117.780971;92.585438;92.87566;92.758404;92.436344
66.6.41.30;rmd;83.1645;83.58039;83.37826;83.21714;83.82912;83.549875;83.58731;84.013405;83.532355;83.83138;83.822465;83.609725;83.383335;84.04205;83.15885;83.599025;83.56419;83.432135;83.733755;83.33051;83.612795;83.17123;83.30651;83.87302;149.32935;84.49632;83.440495;83.654165;83.75203;83.62466;83.735545;83.31906;-1;80.5747;80.657395;80.40901
66.6.41.30;LISP-Lab;111.438735;320.68878;337.06667;329.48206;348.79043;157.699705;110.86533;106.529445;141.133205;105.68329;105.99528;106.02825;111.587075;160.54626;119.4887;112.013995;105.8729;105.711255;112.797875;105.892145;125.72602;105.909155;116.772105;106.793595;106.686105;110.17246;111.255125;111.61949;105.78801;106.02785;106.875085;123.561355;124.932355;114.04081;106.09755;105.85089
