mesurement id;Destination;mean(max RTT) from Gandi;mean(max RTT) from mPlane;mean(max RTT) from FranceIX;mean(max RTT) from LISP-Lab;mean(max RTT) from LIP6;variance from Gandi;variance from mPlane;variance from FranceIX;variance from LISP-Lab;variance from LIP6;Country;Continent
6964280;5.79.69.118;40.92175499555556;17.507193748148147;16.480103423703703;30.290045881481483;175.91176538962964;70.747535295997196;12.076796259376694;775.55492008996066;83.473501582146895;2505583.722671051;NL;EU
6963713;42.156.162.55;432.23389095074623;395.45738049253731;304.14945317910446;378.77755236567162;355.55537103432835;37166.564307369001;5226.9534370092888;600.07622341821684;4254.4054105276973;2930.7525141883539;CN;AS
6963655;223.223.182.210;340.35212953228347;360.17970320472443;424.33521747716537;279.78520741732285;376.84692463622048;825.93893457335332;3808.5830939788225;2696.413489675203;2169.6016082030796;67124.465069439422;CN;AS
6964214;172.217.16.68;41.120771160804019;2.447241231155779;2.3650732395309886;23.067749346733667;402.73999454941372;37877.041161729197;1.6825106106317758;46.441625689539336;138.61030433635449;4072434.0684710578;US;NA
6963583;111.206.227.118;567.61642767080741;360.2842298214286;408.35323531055906;391.96272277173915;502.97446649689431;250935.34821807858;1953.0432578708155;2554.9201941415231;3721.4694210034845;4273.3015069052626;CN;AS
6964034;121.14.241.75;529.13079032594931;393.68304817246838;307.90794082120254;366.45231813291139;413.64193844303799;383394.07751671073;2581.9336047043812;246.50320926238382;4810.2889526264044;1927028.7086569006;CN;AS
6963772;104.20.93.127;13.994974603932585;2.6592898806179774;2.0411341643258432;38.556846734550561;118.82229913061798;2262.2807141182252;16.430775199513224;99.125170579379926;126.90776052431396;28799.549663364553;US;NA
6964238;120.134.33.10;310.07352662253521;330.66436380281687;319.63586055774647;313.19585512676059;384.2429684450704;1812.8030792430857;43.821854578488228;348.38672369001245;649.1015320058259;7497.2990815542153;CN;AS
6964204;151.101.129.34;49.356207318255251;2.4290109046849757;1.6008784765751212;27.856549636510504;74.317161617124384;29600.748126476377;18.720196682669453;0.56899871796939971;79.515818938515395;4765.7690447675577;US;NA
6964080;68.233.77.233;127.24551692801558;96.682863501945533;98.709414729571989;127.35532238326847;269.59512979182887;16595.934515767873;50.344167841673446;260.17014170956679;162.92491959753559;3470572.6950041796;US;NA
6963796;82.165.230.17;140.47846221156558;24.39444648801128;19.8553090719323;41.044015183356841;203.33816013117064;199742.17001385527;2.7566983963677081;1008.8975527931385;976.03053449473987;69170.178440009084;DE;EU
6964160;92.122.19.40;53.576552919661736;9.0598287737843552;9.6718265560253691;22.622293202959831;241.7499063911205;42881.726517723881;4.4580403856452193;16.159079438383856;127.86603693762667;191104.55539408739;GB;EU
6964290;165.254.226.65;163.22660011488247;159.01112379895559;166.00985232898171;180.92994171018279;213.41634651697129;1783.5571094964318;2.9941101646942494;188.21874778777908;47.81768224026149;21112.361827946672;US;NA
6964100;104.20.69.204;9.6104917461538459;2.7518036461538462;1.7196946384615386;39.39553518461539;153.57351119692308;442.35126772887003;10.191284620949398;3.8584834000143817;151.08622546718172;35685.417670417133;US;NA
6964170;204.155.149.139;118.53434518897637;112.70093828083989;134.84819481102363;144.83206732283463;271.55357029921254;1382.4123169399049;14.319628900843041;2499.0284484291856;45.826393874313837;1296826.3912511428;US;NA
6964190;202.102.90.109;427.83634847048904;452.86081921585156;378.25262132377742;460.91824620573357;537.24495352445183;4945.3230137884739;5377.4513979437343;3563.1264670165883;10666.329352238701;68757.635439938924;CN;AS
6964248;104.28.27.209;9.4862909534313715;6.4223839950980395;6.8742487156862744;37.526317487745096;102.47937125000001;88.37542264517684;18.31115392708465;94.309604740736816;42.846354228663351;320072.70395108638;US;NA
6963917;91.211.75.193;26.333603859335035;16.655018388746804;14.125699925831205;30.367480166240405;314.22333264705878;2842.08010694533;0.79523951057796649;0.73420600627598176;19.03655412823354;4006581.7580018668;NL;EU
6963667;54.222.60.218;383.13468231336407;330.7698184715822;410.35052647158216;396.95704927035325;436.8720436052227;2985.4343322148861;1784.2742134712694;3140.2602730450049;3908.4051356104428;21776.844301746441;CN;AS
