mesurement id;Destination;median(avg RTT) from Gandi;median(avg RTT) from mPlane;median(avg RTT) from FranceIX;median(avg RTT) from LIP6;median(avg RTT) from LISP-Lab;variance from Gandi;variance from mPlane;variance from FranceIX;variance from LIP6;variance from LISP-Lab;Country;Continent
6963856;74.125.71.160;11.229186333299999;6.4356049999999998;6.1595726666999999;121.93896833300001;21.719263333299999;1163.154832770259;1.2786704661424135;0.5784449764788604;1280181.5019673675;32.600791596342688;US;NA
6964192;104.93.248.186;8.834562;2.1477966666499997;1.55344233335;159.907104;9.9429374999999993;8622.6836317086909;1.3425817868800227;1.222549603411754;236334.92947145193;31.24797929967696;US;NA
6964478;118.184.184.70;322.63417649999997;390.07790999999997;321.87536666699998;344.68499699999995;362.60687875000002;3513.8130133196855;2883.3564486476639;743.37820869325583;31339.402353361031;4815.9658200416789;CN;AS
6963806;104.16.85.202;10.34355416665;10.47226833335;11.2383016667;64.40270116664999;35.916866666700002;287.81863977268512;18.472024045971811;29.391383265068537;2174344.0223984704;14.677786739908962;US;NA
6964072;54.251.103.25;184.25744500000002;243.41153750000001;184.48063200000001;356.31341550000002;260.83178833300002;2763.1339530838623;2.6960272100884568;57.474901453940902;1341.444672276506;586.71669661255964;SG;AS
6963549;23.206.4.202;7.129346;1.51467;1.3082543333000001;140.01205999999999;15.111565000000001;2670.7183393881951;1.0672869173262649;8.7674198154204444;6478.10847106042;12.417515784328552;US;NA
6963824;210.51.19.63;337.22323600000004;314.171669167;338.70711366649999;321.82342449999999;345.59526666650004;2237.3664970061523;41.434941627606875;793.80968964840406;6720.8525639195077;2342.9378590697461;CN;AS
6964431;104.27.168.11;10.660994333350001;9.7299733333499994;2.8901481666500004;74.759694999999994;36.793120833350002;97.999068744151629;18.504062164536801;32.651828629485912;298255.42408956285;29.209631171327317;US;NA
6963737;54.223.189.245;403.51086466649997;392.15027750000002;274.19023774999999;385.61364500000002;370.86587416700002;647.70331834688454;3272.9531419673817;227.79885084742966;7038.4404944321341;4517.7735271933725;CN;AS
6963557;198.11.132.250;143.48239666699999;143.55676833300001;145.845089;206.009897;192.924993333;81.698444745789061;3.7441400257531257;28.69299834379186;1151827.1026195802;378.93702445458194;US;NA
6964006;52.207.3.146;115.61499900000001;79.325722499999998;87.619314833299995;156.312095333;96.078254166649998;3004.8328604769144;56.905473419532811;26.177528363048943;4048.1362318495262;260.04785260268943;US;NA
6963770;69.147.76.173;95.736210999999997;89.694524999999999;93.716189666649996;186.0593013335;105.65342;22688.461000645279;32.869434274468738;68.850704712937144;7675.654502387375;193.23935782867238;US;NA
6963964;202.61.113.35;195.14295133300001;254.222388333;182.137967667;276.93189566699999;192.917811667;182.2355825454022;63.667310429179949;75.782423590017075;1023564.5598529234;126.17471293544408;ID;AS
6963897;124.251.98.4;305.42290916650001;360.60910083350001;321.503626;402.7266086665;323.65738333349998;24005.699762539614;2272.2199851899259;334.02613450267023;4228.7638857809425;2524.3954258241542;CN;AS
6963804;31.192.116.24;16.5368356667;14.2598583333;11.6753916667;105.830165667;23.627134999999999;12684.345045713428;0.15422501392032045;2.2908120122709317;1420.981149248365;11.880096539405635;NL;EU
6964120;178.33.44.27;8.0478740000000002;7.0111749999999997;7.0278756667;157.21219199999999;15.745853333299999;99574.988297766366;0.20072290879364219;1.1900961945966704;32194.883682720963;11.350060700981855;FR;EU
6964355;185.6.169.69;33.357190666649998;21.787775;13.431424499999999;164.41795283350001;21.117035000000001;496.02332130053776;2.8962172399744168;11.570148891729914;796717.6264773662;36.510510458342218;CH;EU
6963643;123.126.99.31;370.10119450000002;340.53575749999999;375.70253400000001;425.05582866700001;382.49156833299998;1842.3319754111396;1123.1422253421831;2919.0931816533007;3367890.5845886231;1651.1562369048775;CN;AS
6963753;104.16.254.64;13.52256266665;10.020085;11.30332216665;77.340943333300004;36.318785833349999;62533.483338265505;16.391208813627568;31.020108182702888;336509.60940821754;56.088717865518561;US;NA
6963603;108.160.172.206;161.236896333;157.97086166650001;166.36881716650001;160.5691201665;164.5087241665;4965.1266956434838;7.7828598977287475;50.325350718162348;206558.58949880442;33.243768277755464;US;NA
6964024;148.251.77.209;27.986565499999998;24.445529999999998;14.756657333350001;157.11452716650001;35.4277591667;12776.900476430068;1.8743501991472411;163.1406343655066;311.12835205989728;27.125720367582606;DE;EU
6964488;23.3.152.175;2.7796486667;1.6551833332999999;2.0394113332999999;126.194201333;11.877551666700001;34.603301741423152;0.12313590336137351;0.26881302637633497;671171.87995778816;12.048694251391755;NL;EU
6963651;68.71.212.186;148.21993366699999;140.33938666700001;152.45863199999999;174.93430733299999;159.77930833299999;7479.5771814733216;2.6934308730408927;33.631402907233443;552727.40710701293;61.044377925243133;US;NA
6964174;104.20.24.90;2.2807050000000002;1.9403208332999999;1.10292383335;64.675852833350007;36.031326666650003;49876.083265005131;1.9185700142903592;2.3622738560378553;935276.85060688097;38.438066812982726;US;NA
6964429;67.228.27.108;144.99868566699999;112.65929166700001;118.133981667;177.78589099999999;129.695131667;3557.1000659058086;11.396668755428438;11.792186488176355;1255601.2232127474;186.50011097185239;US;NA
6964222;104.24.7.4;2.2558726667000002;2.0069066667;1.0769003333;64.927245333299993;35.919065000000003;54.511582813352256;2.0862335400054319;2.3994165866115447;45696.112898586856;20.910223649804291;US;NA
6963970;148.251.23.152;24.200453000000003;24.715876666699998;14.929911000000001;176.92406750000001;35.497413333300003;35.939038185575662;3.3473992599820734;302.72138911773823;11450.590137722618;77.085635441457143;DE;EU
6964340;210.224.168.100;234.192431;254.39544000000001;276.380670667;283.90456899999998;291.42959166649996;226.43991531415162;2.2326600376076424;437.69322557684734;1886.1372627559122;51.460176232355629;JP;AS
6963523;104.244.42.5;10.104834;8.7185799999999993;15.9376623333;150.276894333;22.1979333333;30.435530772506475;941.47708836230595;6.8030010125606051;515483.92932570644;15.055555041014822;US;NA
6964250;74.205.63.94;122.74639266699999;112.347095;116.579090667;150.88412566700001;128.103711667;3559.4679381290762;64.909292493650966;22.008970688225833;3923.67372591817;25.935467732904247;US;NA
6964407;192.187.93.86;143.62230116649999;144.593614167;138.9360925;160.37507249999999;161.98779166700001;3181.1853205358198;37.174890129539165;3.4222017248767678;4950.0368268273533;137.71917360247284;US;NA
