mesurement id;Destination;mean(max RTT) from mPlane;mean(max RTT) from FranceIX;mean(max RTT) from LISP-Lab;variance from mPlane;variance from FranceIX;variance from LISP-Lab;Country;Continent
5276771;194.132.198.165;10.699825368731563;13.445881362831857;29.200350221238935;6.0613054216717686;2.9822313174010633;90.957887506620381;JP;AS
5276769;104.20.24.135;2.5112424999999998;2.7521659263803682;28.237308435582822;2.2652587269289493;565.56773060706928;283.53820528363281;US;NA
5277295;77.88.55.55;40.31688289085546;42.790107256637164;64.950985117994108;19.181034253954326;219.83730898107518;80.78102076602741;RU;EU
5276493;151.101.60.193;10.260117640117993;10.109239513274336;40.541848923303831;0.65142186962923909;76.722429872376523;123.46190784568002;US;NA
5276422;98.139.183.24;96.743254896755147;111.68988180235991;125.96020581120945;2424.4366488389396;117.73382711309534;1886.4386022061749;US;NA
5277415;69.89.74.80;174.49248308868499;142.54227241284403;180.8402928440367;37.563536055656357;238.83456661921107;92.952487565396638;US;NA
5277267;104.24.4.33;2.3702536283185838;1.5118678761061948;27.897560943952804;2.287521414153797;2.826726906852604;480.71777481853735;US;NA
5276968;119.147.114.19;341.61447922018345;293.46826933027523;307.2178066207951;1814.1237257546625;646.09190695425173;3182.4560430034639;CN;AS
5277287;42.121.252.58;420.61954617216122;365.98209800732599;336.16375617216119;386.12299100373713;2173.779641877089;338.96495148854927;CN;AS
5276998;104.16.65.178;2.4576816519174041;1.4377900825958703;25.577583775811206;1.4587876771142327;0.42996449677519089;60.019397751666716;US;NA
5276489;192.0.78.17;14.092498242424242;12.373834787878788;26.832211606060607;1.3509816644920623;78.807140887609805;209.24509772134985;US;NA
5277384;192.0.78.24;17.141708407079648;12.107109640117994;23.870406946902655;22.276776064138314;78.744893758977796;19.104073691530871;US;NA
5276794;104.16.52.162;2.492293495575221;1.3023451356932154;28.071968141592922;2.5958030453014245;0.30693904684640644;579.70486425037529;US;NA
5277199;151.101.65.52;8.8513758554572259;11.040017949852507;25.180839734513274;6.3400266140218342;2.3052391891504667;24.05107863513636;US;NA
5277337;104.197.47.161;105.85798355457229;104.77515334808258;133.19313153392332;79.491082126867383;155.82642558121407;2192.1086645932219;US;NA
5277113;104.20.55.43;2.7065320648967552;1.397096017699115;27.176143023598819;3.9670145373988333;0.49368033350291407;84.560382553248587;US;NA
5277423;104.20.43.155;3.02827290560472;1.8255840501474929;27.481940693215343;71.942472942730419;29.4048465404877;320.94409292773895;US;NA
5276610;106.120.188.48;337.69718720543807;292.076890326284;268.83382581570993;270.7864967885568;534.03545534387217;3362.5347538641345;CN;AS
5276838;62.153.159.92;14.886063920118342;16.290622295857986;30.93044107988166;0.96191902598707335;73.270775326966501;48.152702027019906;DE;EU
5277455;192.16.31.23;80.933221194690248;82.283919882005904;114.26896768436579;27.331904382038768;1139.2781733677043;249.1378811375906;US;NA
5276656;172.217.19.131;2.3640823088685017;1.7377894006116206;29.397487400611624;1.90557515942288;4.2375793600652605;238.3665229508654;US;NA
5277303;172.217.19.131;2.415791969230769;1.567527886153846;28.34036144615385;3.8250241534036609;0.44408050158205786;66.265285019633595;US;NA
5277297;209.15.209.70;101.22669170245398;116.62520175766869;130.23273590490797;81.370400460807929;172.89474563703141;1987.8751201935208;CA;NA
