mesurement id;Destination;mean(min RTT) from mPlane;mean(min RTT) from FranceIX;mean(min RTT) from LISP-Lab;variance from mPlane;variance from FranceIX;variance from LISP-Lab;Country;Continent
5277621;2400:cb00:2048:1::6810:7a6c;1.9466409023668638;1.1025112455621302;8.648144156804733;0.1451708859875733;0.0049638962809485749;2.8159719207095697;HK;AS
5277659;2400:cb00:2048:1::6814:4a6a;1.8967457964601773;1.065295575221239;8.7095388495575232;0.084215500594055928;0.003904908500580625;2.1308811311525115;HK;AS
5277734;2400:cb00:2048:1::681b:a0a0;1.8342126854599408;1.0931012789317507;8.5359641246290803;0.068601465527283856;0.0057225880421299122;2.1582048033096939;HK;AS
5277676;2001:41d0:8:2674::70;5.2661068195718652;9.8514244434250759;16.676678333333331;2.5721566875949295;0.0073426071177819675;107.74382306971835;FR;EU
5277674;2400:cb00:2048:1::6814:44cc;1.7980605654761905;1.1110369970238096;8.560181979166666;0.10583429087557308;0.0060620427132053482;2.6577589995692223;HK;AS
5277495;2a00:1450:4007:805::2003;11.893132655786351;1.3111243857566766;18.653796528189911;0.10037257245830289;0.0080284609422369476;2.0039508355346825;IE;EU
5277545;2a00:1450:4007:805::2003;11.941328955223879;1.2977373253731346;18.657516656716417;0.13323604227592342;0.0091244367763030892;2.2800740210410617;IE;EU
5277672;2a00:1450:4007:805::2003;11.966610636094675;1.2498440946745564;18.702431346153848;0.21271022677452145;0.0066295589309200327;2.3631148747214863;IE;EU
5277704;2a00:1450:4007:805::2003;11.898838920118342;1.2461055177514793;18.73026551775148;0.039848284007191828;0.0050801208175277899;2.7623969804153381;IE;EU
5277720;2400:cb00:2048:1::6814:50f4;1.9104354599406528;2.0811165103857565;8.5217607270029667;0.098093315783245441;150.49503487784534;2.8886418368360447;HK;AS
5277730;2001:260:401:270::43;263.87470182228913;229.2313814668675;247.13945871987949;2.1448728164660329;0.19063646045351992;4.4915205589698246;JP;AS
5277607;2a00:1450:4007:805::2003;11.925064510385756;1.2626419851632047;18.681717418397625;0.043496757510368578;0.0069497951422935475;2.223958984238291;IE;EU
5277615;2a00:1450:400c:c02::a0;16.266783313432835;5.9949541432835822;23.166735582089551;0.13715664391723018;0.012755404644522758;2.1394796084227208;IE;EU
5277533;2a00:1450:4007:805::2003;11.931007820895523;1.266398671641791;18.655984955223882;0.060219862856893291;0.0046252961439280007;2.2815416455758939;IE;EU
5277653;2001:1890:1c00:5112::f:1008;120.35867413946586;98.351589050445099;114.73313031157268;6.447768465432941;0.50854354451529393;2.6652215646194142;US;NA
5277722;2400:cb00:2048:1::6818:a02;1.9671070710059169;1.119306079881657;8.6129862426035491;0.45880719583136187;0.0057870745235942102;2.0371563142454971;HK;AS
5277603;2400:cb00:2048:1::6810:56ca;1.8793455891238671;1.1083175317220544;8.4690174320241702;0.23771124568658647;0.0070584473745208967;2.7349872696350972;HK;AS
5277639;2a00:1450:4007:805::2003;11.903502544642858;1.2977270327380954;18.651275238095238;0.11324221247440275;0.008003686413043571;2.003503030893544;IE;EU
5277728;2400:cb00:2048:1::681b:d61e;1.9067828208955226;1.1088211701492539;8.5099768955223887;0.082031852480326115;0.0067732105626725422;2.0993816018203622;HK;AS
5277645;2a00:1450:4007:805::2003;11.913980044247788;1.3112275545722714;18.754092507374629;0.42540699011260863;0.0081762270382352217;2.4197971631727691;IE;EU
5277596;2001:978:2:aa::25:2;11.193129139465876;10.91697240652819;15.9788393768546;0.074804144165431616;0.008818875087635911;2.2239941727746859;DE;EU
5277696;2a00:1450:4007:805::2003;11.929706246290801;1.3004449406528191;18.747433486646884;0.079463470344144083;0.0080070983485721458;2.6280855713931106;IE;EU
5277629;2a00:1450:4007:805::2003;11.907116973293768;1.2757207804154302;18.721878798219585;0.39099737081368774;0.0083967127219755217;2.1619303432499652;IE;EU
5277668;2a00:1450:4007:805::2003;11.95665075075075;1.3060355195195195;18.637979594594597;0.60232852243937629;0.0065891727068141835;1.8685197041966073;IE;EU
5277686;2400:cb00:2048:1::6819:1b65;1.8235545994065283;1.0618849228486649;8.5430796290801183;0.072210545840418153;0.0043975834357388548;2.3810444877945955;HK;AS
5277558;2400:cb00:2048:1::6814:104;1.8257409792284867;1.0554511928783383;8.4467613798219574;0.056398264649931314;0.0040582971781794154;2.4631987268744306;HK;AS
5277501;2a02:6b8:a::a;41.655873175074184;36.999931991097917;58.873192403560829;16.538475449479982;0.1466138809660148;1.8601237985393273;RU;EU
5277511;2a00:1450:4007:805::2003;11.906839522388058;1.3092372925373135;18.712079970149254;0.057720572443652481;0.0087718951522009914;2.7795950710814905;IE;EU
5277497;2620:109:c002::6cae:a0a;90.77432923076924;77.229566183431956;99.09450902366865;1.759751427605178;0.032718504126232693;2.404916894046532;US;NA
5277710;2400:cb00:2048:1::6814:4298;1.9741778746177372;1.1445712201834861;8.4712092966360846;0.16516756195916774;0.0074344857567649764;2.3873683542505755;HK;AS
5277698;2a04:cb41:f016:1::46;19.223120583832337;19.808385476047906;23.775599236526947;0.16621369236230885;30.386883112966675;3.009690381832276;NL;EU
5277537;2a00:1450:4007:805::2003;11.939197507418395;1.3109769347181008;18.746662833827894;0.12720304849883143;0.0078052085698889131;5.2871934642243863;IE;EU
5277631;2400:cb00:2048:1::6819:1863;1.8546570149253732;1.1360320447761194;8.466891925373135;0.060494671377955;0.0066335229209979951;2.2149300250015922;HK;AS
5277702;2a00:1450:4007:80c::2009;11.92720510574018;1.3437024410876133;18.785855709969788;0.28968371562121231;0.008075616010053176;2.3120851315497224;IE;EU
5277678;2a00:1450:4007:805::2003;11.937057700296736;1.2663490237388726;18.690657255192878;0.22965522135383595;0.0049761877036433519;2.2431890002980297;IE;EU
5277712;2a02:6b8:a::a;41.468597963525838;37.062766300911854;58.994590349544062;10.263602387764852;1.3303140103495235;2.7662741498522316;RU;EU
5277694;2400:cb00:2048:1::681c:1bd1;1.8961669219219219;1.1366168438438438;8.6496392192192193;0.042684384236696599;0.0056039056398074476;3.2172829072624531;HK;AS
5277680;2400:cb00:2048:1::6814:3fcb;1.803126134328358;1.1164720089552238;8.50319019402985;0.048322701225131208;0.0057205084043849943;2.2175737729648128;HK;AS
5277641;2a00:1450:4007:805::2003;11.929259970238096;1.2678885595238096;18.614212559523811;0.089501992061606223;0.0038466797855083619;1.816500010098806;IE;EU
5277485;2a00:1450:4007:806::200e;11.86123462797619;1.3128877232142859;18.903694940476189;0.13741345009636463;0.0077960727080096989;9.2686623381918132;IE;EU
5277714;2a00:1450:4007:805::2003;11.948250267857143;1.288294755952381;18.669410461309521;0.18914423102641628;0.005744692034178535;2.3167600836763502;IE;EU
5277539;2a02:b48:4000:d::1;10.521844640718564;13.087187014970057;18.471569296407186;0.061055182339691288;0.01320438505540397;2.4982032868518251;UA;EU
5277505;2a00:1450:4007:805::2003;11.884171369047619;1.3036631220238095;18.69404186011905;0.064031570001994734;0.0083834757492142753;2.284439553936942;IE;EU
5277609;2a00:1450:4007:805::2003;12.214497925373134;1.2963437522388062;18.667210955223879;27.188898585436814;0.007923223095207271;2.0689688419190877;IE;EU
5277643;2620:106:e003:f00e::63;156.14539227002967;134.39696480118693;169.34238231454006;70.029865595228614;0.016787827022859414;5.829185055467196;US;NA
5277670;2400:cb00:2048:1::6810:a632;1.9181673214285715;1.0923726785714285;8.4083730505952392;0.098564930237616935;0.0061592071343907311;1.8412153684672565;HK;AS
5277519;2a00:1450:4007:805::2009;11.915300716417912;1.2789123552238808;18.651066014925377;0.16852601660441219;0.0040858927670111298;2.8830267309927016;IE;EU
5277515;2a00:1450:4007:805::2003;11.916228511904762;1.3160779761904762;18.69698136904762;0.084200489734392731;0.0088046612471184803;2.6028193020414294;IE;EU
5277523;2a02:26f0:b2:198::d80;21.015157922848665;20.925782350148367;36.64571412462908;13.624512762751776;0.18997606700208516;2.584649501982839;;EU
5277583;2a00:1450:4007:805::2003;11.918216946107783;1.3018062694610779;18.586491826347302;0.038068485952200685;0.0073146183139333769;1.6994626018135806;IE;EU
5277553;2a00:1450:4007:805::2003;11.928900741839762;1.3015778308605341;18.692275786350148;0.55460749136309939;0.0078064265274995822;2.6954892485157762;IE;EU
5277601;2a00:1450:4007:808::2009;12.00044075443787;1.7135847869822485;19.42002069526627;1.2192124517296821;1.1548664662407182;10.446957281989532;IE;EU
5277724;2400:cb00:2048:1::6814:3338;1.8512134467455621;1.1466589733727812;8.7284514644970432;0.044307315441596273;0.0074691021117537278;2.6846853813489653;HK;AS
5277718;2a02:6b8::50;57.948538353115723;56.689860160237394;63.386403872403562;9.6403981692393543;1.49602787931906;2.3605985219144552;RU;EU
5277692;2a01:e0c:1::1;2.0251815568862273;1.9804051796407185;20.485809625748505;0.039463092707007257;0.0054839410362491669;1.5918713805207432;FR;EU
5277525;2a00:1450:4007:805::2003;12.00635918397626;1.2461400682492583;18.668976661721068;2.2557561874384291;0.0028528175247757573;2.2215882503598503;IE;EU
5277613;2a00:1450:4007:805::2003;11.912242270029672;1.2797457833827892;18.687567195845695;0.07609280786168672;0.0067966401145969947;2.1634765095224782;IE;EU
5277625;2003:2:4:164:217:6:164:162;20.194165682492581;14.156663160237388;17.114307893175074;66.201569814423564;64.336239245965558;76.230036496857139;DE;EU
5277561;2a00:1450:4007:805::2003;11.931011543026708;1.2450949881305637;18.749960801186944;0.035585209917500395;0.0045823563677684052;2.8746261529021777;IE;EU
5277543;2a00:1450:4007:805::2003;12.019643145400593;1.3020765875370919;18.638432744807123;1.666717353250492;0.0070079340221236418;1.8951675512153892;IE;EU
5277531;2a00:1450:4007:806::2009;11.791401878698226;1.4157043786982246;18.563689822485205;0.66915031076695863;0.0055664358324897228;2.3818665196354711;IE;EU
5277611;2400:cb00:2048:1::6810:35a2;1.8398140236686393;1.0641813698224853;8.6412336834319525;0.085497568571384061;0.0054528260170673736;2.3415742763123939;HK;AS
5277509;2a00:1148:db00:0:b0b0::1;49.058762943786981;48.095978396449709;55.683209497041425;3.0423028633442191;1.3227054983104174;2.2671000509271138;RU;EU
5277579;2a00:1450:4007:805::200e;11.984720857988165;1.3981084733727809;18.931236878698225;0.051841143734323025;0.0048722408286161548;3.136916563568882;IE;EU
5277627;2a00:1450:4007:805::2003;11.920630697329377;1.2908981008902078;18.706941528189912;0.050195692548400984;0.0059887784984645996;2.4934716773732579;IE;EU
5277571;2a00:1450:4007:805::2003;11.918432976190477;1.3110364315476191;18.774362247023809;0.032767177663612541;0.0082192537982988846;3.6555527842916029;IE;EU
5277617;2a00:1450:4007:805::2003;11.913717766272187;1.3081327218934911;18.665989585798815;0.010015976236652471;0.0081914929588161496;2.5152619601567805;IE;EU
5277716;2a00:1450:4007:80c::2009;11.870810692771084;1.2696354789156628;18.768718840361444;0.68583483238973086;0.0042498810431110005;2.4642724486368328;IE;EU
5277655;2a00:1450:4007:805::2003;11.890010669642859;1.294531074404762;18.680766041666669;0.53364798824307835;0.0072068247260807742;2.6863457836712366;IE;EU
5277513;2a00:1450:4007:805::2003;11.929816324404763;1.2942636755952381;18.698686502976187;0.093646429845493026;0.007775276838951308;2.4419123741882922;IE;EU
5277493;2a00:1450:4007:805::2003;11.894845459940655;1.2868476884272997;18.675280133531157;0.36576915250357189;0.0064719980960245829;3.0974440661935279;IE;EU
5277688;2a00:1450:4007:805::2003;11.871183946587536;1.31220806231454;18.557097818991096;0.398414320395997;0.0080217800071504201;1.7794021817852281;IE;EU
