mesurement id;Destination;median(avg RTT) from mPlane;median(avg RTT) from FranceIX;median(avg RTT) from LISP-Lab;variance from mPlane;variance from FranceIX;variance from LISP-Lab;Country;Continent
5277700;2a00:1450:4007:805::2004;11.828875;1.5397894999999999;18.180277499999999;0.56221177452923654;49.019964539785654;17.708906395145142;IE;EU
5277651;2400:cb00:2048:1::6814:5e79;1.9059874999999999;1.2336248333499999;8.4868658333499987;0.2388149275957451;0.16359771947570129;20.961811569703755;HK;AS
5277605;2a00:1450:4007:805::2003;11.945301666700001;1.39753233335;18.43182666665;9.5371715135626172;105.83100295040167;19.661610423043669;IE;EU
5277569;2a00:1450:4007:805::2003;11.962887500000001;1.3908071666500001;18.416764166649997;7.2689208363697997;0.045231760203880089;272.34734417312802;IE;EU
5277535;2a00:1450:4007:805::2003;11.936291666700001;1.3535756667000001;18.4334383333;4.3339491861258459;1.2183592893678443;15.674717437737709;IE;EU
5277623;2400:cb00:2048:1::6814:18f7;2.0633600000000003;1.1967569999999998;8.2436166666999995;0.49389477121537828;0.2641064808325484;12.484157445887014;HK;AS
5277690;2a00:1450:4007:805::2004;11.8550541667;1.5282328333500002;18.294528333350002;5.948742866694313;351.08352562128675;16.72965973425973;IE;EU
5277550;2a00:1450:4007:805::2003;11.9427466667;1.3648536667;18.383386666700002;0.25968007251542274;0.054021035919575959;4.9145064590537153;IE;EU
5277649;2a00:1450:4007:805::2003;11.942378333300001;1.3859793332999999;18.537911666700001;0.87656998484589921;405.68067682259453;105.68938411021213;IE;EU
5277521;2a00:1450:4007:805::2003;11.955603333299999;1.3737266667000001;18.464738333300001;0.84035766965081449;0.07221332683895676;9.6552205172290098;IE;EU
5277577;2400:cb00:2048:1::681b:671;1.9885783333;1.2121816667;8.3582933333000007;0.1403111163986431;0.086235610425713469;5.4293701998234321;HK;AS
5277706;2a00:1450:4007:805::2003;11.92046416665;1.3815193333;18.435169999999999;4.0212272189986145;0.038704185778899863;10.782622528254162;IE;EU
5277589;2a00:1450:4007:805::2003;11.9609116667;1.3062523333;18.385626666699999;0.55674216860071901;0.039922379299960474;9.2479517768692965;IE;EU
5277594;2a00:1450:4007:805::2003;11.967235833349999;1.31577216665;18.44167666665;0.76951353645738396;0.41627652354627415;8.850717961440413;IE;EU
5277666;2400:cb00:2048:1::6819:af1b;2.0834116667;1.1655353333;8.4238233332999997;1.5096531578039885;0.19446773545901105;13.092103494997012;HK;AS
5277586;2400:cb00:2048:1::6814:1c30;1.9331108333;1.1956756666500001;8.4103124999999999;0.28596755082569286;0.21988028292754266;5.7671501961698137;HK;AS
5277575;2804:49c:3103:401:ffff:ffff:ffff:1;245.23525000000001;240.80622433330001;251.89479499999999;9.1820883918073726;8.763499971387418;338.46305135076682;BR;SA
5277732;2001:420:1101:1::a;128.7130533333;113.098327;122.78285750000001;15.288801819399456;17.939812442110671;287.54559898240171;US;NA
5277565;2400:cb00:2048:1::6810:325d;1.8959600000000001;1.2046516667;8.4619866666999997;0.30477561368799244;1.3300864851155376;10.325647735395727;HK;AS
5277483;2a00:1450:4007:806::2004;12.020519166700002;1.43773033335;18.557850000000002;3.0401427820547045;0.08970286768563597;13.865322489186969;IE;EU
5277684;2400:cb00:2048:1::6814:372b;1.9399424999999999;1.2226518333;8.3823491666999992;1.306706815374808;0.013940249975249331;6.7493070329482991;HK;AS
5277647;2a02:598:2::1039;19.106895000000002;18.037603333300002;22.824168333300001;33.821703318598118;19.065837387603835;44.115641782207938;CZ;EU
5277517;2a00:1450:4007:805::2003;11.949846666699999;1.3959586666999999;18.484085;3.2253875304259991;241.86977759658402;19.198206453563529;IE;EU
5277581;2a00:1450:4007:805::2003;11.954634166649999;1.3973711666499999;18.398364999999998;3.8816231608655705;0.044010892616869947;4.7912841797094492;IE;EU
5277555;2a00:1450:4007:805::2003;11.9737733333;1.323124;18.426514999999998;0.53702679107503393;0.18827980083108797;10.460837706620927;IE;EU
5277591;2a00:1450:4007:805::2003;11.9333658333;1.3950779999999998;18.402481666699998;8.9590849059653426;0.06584629307947315;5.6362228885309902;IE;EU
