mesurement id;Destination;median(max RTT) from mPlane;median(max RTT) from FranceIX;median(max RTT) from LISP-Lab;variance from mPlane;variance from FranceIX;variance from LISP-Lab;Country;Continent
5277700;2a00:1450:4007:805::2004;11.861355;1.6427035000000001;18.304355000000001;3.895978323293416;180.68012222353408;113.8738304203107;IE;EU
5277651;2400:cb00:2048:1::6814:5e79;2.0233850000000002;1.3356905000000001;8.7384950000000003;0.86617897609744499;1.4187069928956864;115.00362808497543;HK;AS
5277605;2a00:1450:4007:805::2003;11.9862375;1.5069024999999998;18.578757500000002;69.988509373059216;952.69602066480581;145.0312128686754;IE;EU
5277569;2a00:1450:4007:805::2003;11.998975;1.4977209999999999;18.5584925;63.643488237048217;0.29824295937177886;2349.6384575464317;IE;EU
5277535;2a00:1450:4007:805::2003;11.973364999999999;1.438804;18.59863;35.214631568230075;10.813541976682671;112.02904860250582;IE;EU
5277623;2400:cb00:2048:1::6814:18f7;2.1822274999999998;1.310629;8.4020849999999996;2.1563288314247848;2.3246188052100454;48.350845071604468;HK;AS
5277690;2a00:1450:4007:805::2004;11.890665;1.6391475;18.534655000000001;49.263070724738526;875.23461308806304;105.29502101938354;IE;EU
5277550;2a00:1450:4007:805::2003;11.980285;1.458728;18.496625000000002;1.2723986086774508;0.42337610340716236;10.702171951787546;IE;EU
5277649;2a00:1450:4007:805::2003;11.976625;1.4890760000000001;18.737275;3.1975547261956878;1508.2461503513023;586.51633662254687;IE;EU
5277521;2a00:1450:4007:805::2003;11.99971;1.4838659999999999;18.612635000000001;2.8491820411625874;0.57599066845842761;54.783748275536944;IE;EU
5277577;2400:cb00:2048:1::681b:671;2.0992150000000001;1.320643;8.5554450000000006;0.4151614227017007;0.64775200881028083;18.539791819668267;HK;AS
5277706;2a00:1450:4007:805::2003;11.953189999999999;1.4867089999999998;18.521165;29.886004199651875;0.283873734367522;67.86015393083936;IE;EU
5277589;2a00:1450:4007:805::2003;12.010300000000001;1.378066;18.482250000000001;1.4732100121365037;0.3128358182956274;53.867360850491274;IE;EU
5277594;2a00:1450:4007:805::2003;12.017035;1.3972905;18.575299999999999;5.851438333053256;3.508317547757561;48.482570071733413;IE;EU
5277666;2400:cb00:2048:1::6819:af1b;2.2034549999999999;1.264826;8.6618999999999993;11.806522907503048;1.5090927607289231;83.38463794624532;HK;AS
5277586;2400:cb00:2048:1::6814:1c30;2.0590074999999999;1.2980795000000001;8.5971899999999994;1.0441369178781028;1.8703178091235291;12.319699631317942;HK;AS
5277575;2804:49c:3103:401:ffff:ffff:ffff:1;249.44236000000001;240.87352300000001;251.97674499999999;32.393252823966932;46.85037427441064;2625.828074221572;BR;SA
5277732;2001:420:1101:1::a;128.89354750000001;113.25429650000001;123.6248375;118.87803584822318;139.12808103325335;2527.9281760819163;US;NA
5277565;2400:cb00:2048:1::6810:325d;2.01492;1.3178989999999999;8.6594250000000006;0.92805932390946222;11.916621579996681;66.122257026576662;HK;AS
5277483;2a00:1450:4007:806::2004;12.052747500000001;1.5534265;18.739252499999999;21.99193107663644;0.64733520346807516;94.297945612113494;IE;EU
5277684;2400:cb00:2048:1::6814:372b;2.0701725;1.325831;8.6870824999999989;5.7586035877486257;0.076672092086678481;34.868696051578958;HK;AS
5277647;2a02:598:2::1039;19.24596;18.174766000000002;22.990884999999999;89.826609911558222;102.73676613264047;101.5104809399253;CZ;EU
5277517;2a00:1450:4007:805::2003;11.990955;1.500176;18.699204999999999;19.796860723854234;2026.6870873910673;135.12719532526498;IE;EU
5277581;2a00:1450:4007:805::2003;11.9942575;1.4937589999999998;18.532025000000001;33.647600385223917;0.3293255525919368;15.993588176957568;IE;EU
5277555;2a00:1450:4007:805::2003;12.019805;1.3960300000000001;18.552955000000001;3.3782765613100922;1.3631948396827569;65.713194098089318;IE;EU
5277591;2a00:1450:4007:805::2003;11.9677475;1.4930319999999999;18.513122500000001;80.025490710637541;0.5017073448527698;11.907415074846719;IE;EU
5277663;2a00:1450:4007:805::2004;11.9258775;1.6612149999999999;18.344717500000002;3.7944584293403798;0.27046458957645148;88.520493615328192;IE;EU
5277633;2a00:1450:4007:805::2003;11.964045;1.4730570000000001;18.52843;5.3288416156390594;274.33238722587242;34.350616477245936;IE;EU
