mesurement id;Destination;median(avg RTT) from Gandi;median(avg RTT) from mPlane;median(avg RTT) from FranceIX;median(avg RTT) from LISP-Lab;median(avg RTT) from LIP6;variance from Gandi;variance from mPlane;variance from FranceIX;variance from LISP-Lab;variance from LIP6;Country;Continent
6964498;2a00:1450:4007:806::200e;3.1539206666999999;11.9334916667;1.6088530000000001;18.228515000000002;168.26550633299999;654.89817329660571;0.99530923221182599;0.058410367051986004;1.2191699465311086;2016540.4121652793;IE;EU
6964608;2400:cb00:2048:1::6810:56ca;5.3429774999999999;1.8928191666499998;1.16190383335;8.0888458333499997;172.8886108335;13009.450759505577;2.6908912563337823;42.037016689017165;21.460228058267582;18667.626019267973;HK;AS
6964516;2a00:1450:4007:807::2003;3.0233608333499999;12.043082500000001;1.5298414999999999;18.6456275;168.34384183349999;14396.693818849602;3.425635187448909;0.045236437894770755;1.2782744406019571;1653368.2498978947;IE;EU
6964697;2a01:e0c:1::1;10.973954000000001;1.9969983333000001;2.0649246667000001;11.2335566667;160.181792;29814.439796135754;0.29356845653590685;0.044234071729459409;1.4925621464696912;3467652.2405533511;FR;EU
6964731;2a02:6b8::224;44.798985000000002;43.823341666649995;38.966349666699998;58.395975833350001;237.0025431665;1044.8281540668943;6.3056831882799873;30.924821846333725;291.96119484080924;39542.641590062078;RU;EU
6964626;2400:cb00:2048:1::6810:7a6c;3.8627853333000002;1.9371050000000001;1.1313979999999999;8.1704016667000001;176.23504333299999;286.82487167272984;2.7602487271147207;2.5283405992355936;5.878087205496608;145788.61228594402;HK;AS
6964670;2400:cb00:2048:1::6819:af1b;3.6510729999999998;1.9515683333;1.1565173333000001;8.1750100000000003;174.733347667;2104.369238771415;2.2901409369673384;104.24161905103159;10.934454031128555;6705.416829509838;HK;AS
6964735;2001:260:401:270::43;255.861043333;259.03925500000003;230.272562333;246.50542333300001;271.72434199999998;109997.23892774162;27.075435139298264;20.692145345688157;7.5239680893496059;919522.98106668738;JP;AS
6964727;2400:cb00:2048:1::6818:a02;4.7544329999999997;1.955705;1.113086;8.1716866666999994;203.876136667;13891.816710614596;2.3479423097540835;2.8003809666836523;19.230151556554389;875165.51251186838;HK;AS
6964544;2a00:1450:4007:806::2009;9.0526739999999997;11.914453333299999;1.504621;18.419861666700001;179.73149233300001;36146.487318482323;3.1628505070083648;0.74425228960689038;22.850418915761392;6707.1303010990869;IE;EU
6964739;2400:cb00:2048:1::681b:a0a0;2.5661443333;1.9180233333000001;1.101758;8.1940399999999993;171.34902600000001;1726.6887246378531;1.9446652839097249;2.2956518443704987;23.41494239796933;1512564.7852067868;HK;AS
6964681;2001:41d0:8:2674::70;9.8037780000000012;4.9874233333499998;10.264913666649999;15.56016166665;73.77140725000001;3320.2949031973949;2.0716369505662779;101.650302030167;2.7144962590529467;10664.512547044915;FR;EU
