mesurement id;Destination;mean(min RTT) from Gandi;mean(min RTT) from mPlane;mean(min RTT) from FranceIX;mean(min RTT) from LISP-Lab;mean(min RTT) from LIP6;variance from Gandi;variance from mPlane;variance from FranceIX;variance from LISP-Lab;variance from LIP6;Country;Continent
6964588;2a00:1450:4007:805::200e;3.2111173440000003;11.977532866666666;1.4386542133333333;18.444601653333333;168.55442966400003;46.407224970664714;0.0026357107809155578;0.0070688239333091549;0.010215402182999817;40.120459939518717;IE;EU
6964675;2400:cb00:2048:1::6810:a632;5.6965503565459601;1.9299389623955432;1.2794790167130918;8.3656077855153193;184.11007666713093;200.41440727298601;2.0505244184065492;2.2973376010955739;3.0015905648445385;83291.344486478454;HK;AS
6964510;2620:109:c002::6cae:a0a;99.397652125000008;107.91225125;94.032019875000003;120.76543624999999;176.74102775;21.517156039296584;0.037677786260938047;0.0053712320748595171;0.0094916971859375261;5.1544918792324506;US;NA
6964606;2a00:1450:4007:808::2009;3.9337838226256987;11.615467479050281;1.4427667304469272;18.39161559357542;170.418640023743;7.7680244791290098;0.0087101153717523572;0.0062560854335348831;7.5680329696377431;89.362040874733026;IE;EU
6964502;2001:4998:44:204::a7;117.64829797321431;127.23160299107144;117.50734878214286;120.50363073214285;203.90296706071427;4905.2697675721947;299.84137375094451;18.590167323798038;65.206640093705971;2019.5561063435778;US;NA
6964520;2a00:1450:4007:805::2003;7.4932712853146848;12.054760258741259;1.4578347328671328;18.338389867132868;180.5486535832168;679.51089887796059;0.030734582448219763;0.64766011176056215;4.4532308952905044;15079.205158310087;IE;EU
6964691;2400:cb00:2048:1::6819:1b65;3.993104839712919;1.9782420813397128;1.2518030645933012;8.2217233253588518;186.0719463181818;372.0036640594393;2.2512456552910023;2.4485200334435198;3.4563240678369085;4700.6411565006993;HK;AS
6964630;2003:2:4:164:217:6:164:162;21.68188286423841;12.008475910596026;13.458286890728479;15.86957582781457;196.89611577152317;4.1503496453343427;3.4433312731432939;0.0084896939723026216;0.01442625855974518;196822.73161519374;DE;EU
6964699;2400:cb00:2048:1::681c:1bd1;4.075136256684492;1.9071841978609625;1.237553459893048;8.4063021524064183;173.26937723529414;305.3424912746143;2.2480920085242224;2.2001026138934301;3.4510452218394185;72.078551759043037;HK;AS
6964536;2a02:26f0:b2:198::d80;57.83023604378532;20.312051285310734;22.342953669491525;39.408951730225986;234.37000172033899;14861.759699392738;0.055415111754562651;7.9897329074519696;3.3459676855856006;860.27068093561866;;EU
6964652;2a02:598:2::1039;26.545585876404495;26.569695582865165;17.851751728932584;27.59614879213483;196.31491477247189;0.38347315597328807;0.92141833059899292;31.862101485852822;0.17605092249966461;2811.1014060068865;CZ;EU
6964679;2400:cb00:2048:1::6814:44cc;2.6890876094808132;1.9287448081264107;1.2658539571106093;8.3191221444695262;190.1863080880361;4.3067315511866981;2.5989048655403129;2.5332589701721355;3.6488742548504809;6422.9924357644968;HK;AS
6964664;2400:cb00:2048:1::6814:4a6a;2.5781583924581004;2.0087223254189945;1.2755717150837989;8.3730984846368717;175.60830445251398;3.5685841378277834;2.0614541429645996;2.4430014432995328;9.6238617095770671;8526.6869350785419;HK;AS
6964705;2a00:1450:4007:805::2004;3.5915141708683476;11.825321162464988;1.4827394705882353;18.223402542016807;179.14063324229696;6.2183204335765083;0.036894026154390976;0.005212563907823365;7.2967488494964448;206.5363292384738;IE;EU
6964636;2400:cb00:2048:1::6819:1863;2.5142721416549789;1.9942147405329593;1.27026770687237;8.2784510729312775;194.23080958765777;3.5287266809366016;2.0748583306597852;2.4234596367488779;9.6451528045640291;104056.46983772721;HK;AS
6964715;2400:cb00:2048:1::6814:4298;3.0623339420289852;1.9544393599033818;1.2477160700483092;8.2006828502415452;172.9823011183575;29.290271826796982;2.1306947772607621;2.2423823693860219;3.3761378901249679;62.424808485220503;HK;AS
6964628;2400:cb00:2048:1::6814:18f7;3.3555527180043385;2.0761598481561823;1.2902331431670282;8.3992204121475051;202.33034183947939;30.171030550963941;2.0776807550091965;2.4545486282573807;3.3232584918174006;42440.552441619904;HK;AS
6964584;2804:49c:3103:401:ffff:ffff:ffff:1;254.87702265094336;243.85205863207545;239.71672755188678;241.14838454009436;303.96519237264152;8543.0721075112469;24.543949429407675;1.1228984445609322;35.201701110497829;916.70066894446916;BR;SA
6964568;2400:cb00:2048:1::6814:104;8.0517539961165046;2.0275594854368935;1.2790389417475727;8.2730349417475733;173.5648510368932;2511.3297804261488;1.9496339700334735;2.4027391519989445;3.0053375854033941;82.182673833384754;HK;AS
6964518;2a00:1450:4007:805::2003;6.7536185093833785;12.032327855227882;1.41204863538874;18.252942225201071;168.98989342627343;1402.0189496659209;0.011248557060815508;0.0044999118636954785;0.018805756094378231;127.70882399461422;IE;EU
6964522;2a00:1148:db00:0:b0b0::1;75.495190848656293;49.762432637906649;51.260979016973117;55.749149306930697;225.37933268741159;3850.5931870654194;0.33812491091309094;0.33925153419937171;0.31607910457094818;662.16985251335143;RU;EU
6964656;2400:cb00:2048:1::6814:5e79;6.973027887798037;2.0194438920056101;1.3099343071528751;8.2942913113604497;188.82290803646566;451.35371446259205;2.0989800511247894;2.6579697066189305;3.1805090481422145;1553.0886842525163;HK;AS
6964640;2a04:cb41:f016:4::11;30.945141648854964;15.186852480916031;15.783961977099237;26.015119312977095;193.27026743664121;529.50713200874509;2.7669343155402957;0.33616007716495672;0.011506691772047082;1636.6027693937453;NL;EU
6964668;2a00:1450:4007:805::2004;4.5020909882121805;11.82828985265226;1.5478728860510809;18.115180442043222;178.98523352259332;39.978367328504959;0.062068806783327962;0.0071416772134644223;0.029728624526081604;48795.019224847398;IE;EU
6964498;2a00:1450:4007:806::200e;6.5931919005736139;11.931138221797324;1.5176931816443593;18.134005057361374;183.11385547036326;94.849880680721157;0.50284666099588204;0.0066877242326572545;0.11159565124856272;79906.643346516939;IE;EU
6964608;2400:cb00:2048:1::6810:56ca;12.846859953910613;2.0023756075418992;1.3187017681564246;8.1733101606145251;172.60104968715083;2800.2367154712401;2.0110671268757829;2.4173723020828262;3.1369083218771738;115.25254542275468;HK;AS
6964516;2a00:1450:4007:807::2003;6.5699490129533675;12.022254961139899;1.4347794559585489;18.541040764248706;186.25032797150257;2053.2443849872743;0.0025757487640528983;0.0059951926033827768;0.012594993198703499;34306.394927595924;IE;EU
6964697;2a01:e0c:1::1;24.795439087533158;1.9715764854111408;1.9713567533156495;11.132320119363396;257.30836170026521;13551.739057192088;0.0024652861188810865;0.0064247133985359649;0.0083308576837390642;2054927.4582027022;FR;EU
6964731;2a02:6b8::224;44.266824485994398;43.244671400560229;39.385609871148461;58.285552009803922;223.15197805182072;36.561839998034145;1.739864471461974;21.023597027128435;1.0971904209672843;477.53412168553126;RU;EU
6964626;2400:cb00:2048:1::6810:7a6c;3.6580138055944058;2.0462315314685315;1.295875862937063;8.2820284125874117;174.71393194685314;10.283985572027706;2.0381762730377595;2.44026666115206;3.1243558793817807;96.536323010447759;HK;AS
6964670;2400:cb00:2048:1::6819:af1b;3.4151657650349652;2.0646810979020978;1.2995916531468532;8.2508717692307698;174.06385579440561;27.087937566766346;2.0067932138312066;2.3016299061698127;3.231101149007745;40.013870342625872;HK;AS
6964735;2001:260:401:270::43;287.1081548490879;259.06757448590378;230.1184790431177;246.65142601990047;287.85731157379763;36382.070322097185;22.270703348986146;5.9976690779842805;6.3592659614970968;150007.44429771093;JP;AS
6964727;2400:cb00:2048:1::6818:a02;10.781347218002812;2.0605617158931082;1.274459593530239;8.3616175738396628;192.58709083544304;2190.8573410982549;2.0544522314978293;2.4665723314785035;10.22139503807699;833.84218399257247;HK;AS
6964544;2a00:1450:4007:806::2009;18.391202035765378;11.860093869814019;1.4217281859799713;18.389628562231756;191.24458791845495;8010.3910689854456;0.009733370788207657;0.0073625082466378007;5.1075687493673536;809.29962135036294;IE;EU
