mesurement id;Destination;mean(avg RTT) from Gandi;mean(avg RTT) from mPlane;mean(avg RTT) from FranceIX;mean(avg RTT) from LISP-Lab;mean(avg RTT) from LIP6;variance from Gandi;variance from mPlane;variance from FranceIX;variance from LISP-Lab;variance from LIP6;Country;Continent
6964588;2a00:1450:4007:805::200e;5.5417411262237328;12.131153991109866;1.5891492968885335;18.6546584444432;175.7820722355813;834.14080493347581;0.25098224001363723;0.11862108110432278;0.69620093314295173;1718.733097087196;IE;EU
6964675;2400:cb00:2048:1::6810:a632;21.242412290392622;2.1847683008349583;1.4674329326830082;8.6508823433135085;192.48781529436491;6542.7243739212536;2.6876664239065637;2.7754082102132771;3.5820474353402392;98127.30822141502;HK;AS
6964510;2620:109:c002::6cae:a0a;101.321972625;110.509978958375;94.127215708324997;120.94667979175;176.84337975;48.387279917849931;40.464838353106344;0.0044237845083963216;0.032213842872021024;4.9734928287230078;US;NA
6964606;2a00:1450:4007:808::2009;7.7674167376636873;11.814074652001677;1.6595175619196927;19.074750817039387;181.85266991271786;57.817654093175094;0.73233044914116052;0.44867851872262809;16.593661006213235;11889.279541332431;IE;EU
6964502;2001:4998:44:204::a7;153.30246325356072;128.25887281844464;118.1926288214482;121.57191727678037;235.13420713243212;21625.300915305743;312.56925841522178;40.319635910758073;227.83203960315265;9674.3964682301466;US;NA
6964520;2a00:1450:4007:805::2003;25.328446287647836;12.249727862470207;1.6761896097904896;19.57893948718014;204.45000330257201;8000.6053545037794;0.6384770950422497;1.0734796756154867;125.29821897372963;302630.47468845925;IE;EU
6964691;2400:cb00:2048:1::6819:1b65;9.0511250562193784;2.2597349601263157;1.4726852902715311;8.5179513516763166;215.46910007376079;2891.7032279512136;3.6498160241656077;3.6941133177674996;4.0314930345347619;18238.920218821695;HK;AS
6964630;2003:2:4:164:217:6:164:162;24.072535124722847;12.260203540286424;13.613716201986422;16.168273791388742;204.98217662196356;45.692822036086433;4.4708679383415015;0.052997913311625344;0.48302237332279996;296728.32649333199;DE;EU
6964699;2400:cb00:2048:1::681c:1bd1;12.962505229946792;2.1507207330679146;1.3906366907307488;8.7305185472342242;231.11700001381817;2545.0138732006894;2.7064322706908288;2.3511605984688577;4.5590518028578;1035532.9441925114;HK;AS
6964536;2a02:26f0:b2:198::d80;138.12691303766115;20.608581155837573;23.497081729754235;41.041718359227261;302.69661624054237;114909.03224433285;3.1916379771505574;259.58744949205231;191.8833209420516;1095502.862572202;;EU
6964652;2a02:598:2::1039;27.740400495088057;26.976265340587499;18.605350921815592;28.562806175094103;260.79181645488904;22.860617936635879;5.8162577182101263;98.032079788612748;18.308226458484871;1078958.9929720222;CZ;EU
6964679;2400:cb00:2048:1::6814:44cc;4.2637341124905186;2.2044051053444695;1.4059910203158013;8.6025469714101579;216.57283265951469;23.980081708487521;3.5913034102494206;2.6661862670918128;4.5307888247020154;16255.391344453599;HK;AS
6964664;2400:cb00:2048:1::6814:4a6a;4.3087375188555868;2.2166764408769555;1.4242047299828211;8.8395782006520935;181.40347881052236;63.056165641322451;2.3118479407988684;2.6254018094299485;12.603244659821691;12008.229558317233;HK;AS
6964705;2a00:1450:4007:805::2004;8.3008043109245104;12.090955757469189;1.6403168076561623;18.811426671334175;220.31348823993693;267.10575427063179;2.8590005956972027;0.193209677792713;13.003189205553191;709226.82546980365;IE;EU
6964636;2400:cb00:2048:1::6819:1863;3.6500565876584856;2.2201002933600282;1.4808500416093968;8.9819369331454411;205.46667303179245;16.866711528049262;2.5573235529241036;2.7786891123735282;17.920472858742354;107224.56071590928;HK;AS
6964715;2400:cb00:2048:1::6814:4298;11.239904360707488;2.1413617471845412;1.3958687423509661;8.574717906601208;204.50340751240824;3405.0282242574176;2.3708348328995301;2.3410072161361706;4.625441195683389;284456.97326153039;HK;AS
6964628;2400:cb00:2048:1::6814:18f7;8.8114621887249456;2.3295543709325379;1.4548022299342735;8.7085212346340555;274.13077089867897;714.83907088377293;2.6434738135906781;2.8921004347368036;4.3967016178272464;1167144.0409748957;HK;AS
6964584;2804:49c:3103:401:ffff:ffff:ffff:1;293.84709231172405;246.71900571934907;240.45334563364861;242.52157501965331;353.43095953568167;39056.948656155066;27.862970492327342;16.014087692963489;101.36621051521436;583938.87820189528;BR;SA
6964568;2400:cb00:2048:1::6814:104;23.135121659529901;2.2447942200642723;2.4296001909370877;8.97198897087398;186.13486762655924;13533.949004656382;2.4104076740976805;176.25632263932553;21.372587990052399;46987.086830709777;HK;AS
6964518;2a00:1450:4007:805::2003;13.638310235916087;12.229100799820911;1.728113968721984;18.491678409295979;182.16798746157107;8273.0567491892889;0.72352972248079972;6.4340181963694318;0.62013366599803887;4561.0601745228068;IE;EU
6964522;2a00:1148:db00:0:b0b0::1;104.86541787599732;50.308650876944689;51.777051533473127;57.182661157473113;249.30525929397169;29856.785556960334;7.6539153282952288;9.9771249670810374;203.73906555381228;7467.6624707222545;RU;EU
6964656;2400:cb00:2048:1::6814:5e79;24.024840858579243;2.249665621785554;1.4863277470775598;9.0550701402516136;210.74375507364792;9737.6931759465315;2.8024497527982044;3.4286145018379743;7.3764051087739047;7917.5203105061955;HK;AS
6964640;2a04:cb41:f016:4::11;46.956915576845809;15.432562522901833;16.171552831043968;26.367756837149006;222.71327358701222;11998.769690172718;3.4142104510543319;8.7298730151866142;4.1618835673416816;18557.611241444771;NL;EU
6964668;2a00:1450:4007:805::2004;12.959564174199413;11.991333395545187;1.8140146476726915;18.714825844792145;218.34912157932811;2309.4335351249656;0.61721933075902347;2.6727067985787301;4.6360336863300793;395225.20547716803;IE;EU
6964498;2a00:1450:4007:806::200e;12.786100390697323;12.073097128745124;1.6586938495850858;18.393352227533079;296.0805149481377;654.89817329660571;0.99530923221182599;0.058410367051986004;1.2191699465311086;2016540.4121652793;IE;EU
6964608;2400:cb00:2048:1::6810:56ca;28.597775430630307;2.2154092178772347;1.8155364483237431;8.9868506680636866;180.88867006426401;13009.450759505577;2.6908912563337823;42.037016689017165;21.460228058267582;18667.626019267973;HK;AS
6964516;2a00:1450:4007:807::2003;24.58605273617513;12.307766347149741;1.5697824499145077;18.859053281518651;282.99959827828496;14396.693818849602;3.425635187448909;0.045236437894770755;1.2782744406019571;1653368.2498978947;IE;EU
