mesurement id;Destination;avg(min RTT) from LISP-Lab;avg(min RTT) from mPlane;avg(min RTT) from FranceIX;avg(min RTT) from rmdvariance from LISP-Lab;variance from mPlane;variance from FranceIX;variance from rmd
2830181;77.95.70.141;7.7520687704918041;27.35109836065574;nan;nan;1.044512968908357;54.140280596239123;nan;nan
